No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume
3086,HAWX,iShares Currency Hedged MSCI ACWI ex U.S. ETF,Financial,Exchange Traded Fund,USA,-,-,26.93,0.27%,"8,339"
3087,HAYN,"Haynes International, Inc.",Industrials,Metal Fabrication,USA,220.08M,38.34,17.37,0.35%,"47,844"
3088,HBAN,Huntington Bancshares Incorporated,Financial,Banks - Regional,USA,10.64B,13.46,10.47,0.87%,"7,545,942"
3089,HBB,Hamilton Beach Brands Holding Company,Technology,Consumer Electronics,USA,294.54M,14.94,22.57,3.20%,"22,538"
3090,HBCP,"Home Bancorp, Inc.",Financial,Banks - Regional,USA,238.86M,13.39,26.57,3.55%,"11,521"
3091,HBI,Hanesbrands Inc.,Consumer Cyclical,Apparel Manufacturing,USA,6.17B,12.19,17.58,-0.23%,"2,472,699"
3092,HBIO,"Harvard Bioscience, Inc.",Healthcare,Medical Instruments & Supplies,USA,118.17M,-,3.1,3.33%,"89,254"
3093,HBM,Hudbay Minerals Inc.,Basic Materials,Copper,Canada,1.34B,-,5.11,0.79%,"962,280"
3094,HBMD,"Howard Bancorp, Inc.",Financial,Banks - Regional,USA,192.36M,-,10.37,-1.05%,"12,395"
3095,HBNC,"Horizon Bancorp, Inc.",Financial,Banks - Regional,USA,546.91M,8.67,12.66,1.48%,"87,781"
3096,HBP,"Huttig Building Products, Inc.",Industrials,Industrial Distribution,USA,88.07M,-,3.36,0.60%,"160,278"
3097,HBT,"HBT Financial, Inc.",Financial,Banks - Regional,USA,353.22M,6.22,12.91,1.25%,"103,991"
3098,HCA,"HCA Healthcare, Inc.",Healthcare,Medical Care Facilities,USA,47.08B,14.09,136.59,1.02%,"895,754"
3099,HCAC,Hennessy Capital Acquisition Corp. IV,Financial,Shell Companies,USA,387.19M,940.91,10.35,-0.58%,"329,142"
3100,HCAP,Harvest Capital Credit Corporation,Financial,Asset Management,USA,19.40M,-,3.26,0.56%,"6,142"
3101,HCAT,"Health Catalyst, Inc.",Healthcare,Health Information Services,USA,1.37B,-,34.52,1.92%,"173,669"
3102,HCC,"Warrior Met Coal, Inc.",Basic Materials,Coking Coal,USA,769.28M,9.81,14.92,1.43%,"540,717"
3103,HCCH,HL Acquisitions Corp.,Financial,Shell Companies,USA,80.57M,-,11.99,-0.08%,"22,815"
3104,HCCI,"Heritage-Crystal Clean, Inc",Industrials,Waste Management,USA,408.44M,86.38,16.24,2.46%,"67,985"
3105,HCCO,Healthcare Merger Corp.,Financial,Shell Companies,USA,318.85M,-,10.03,0.00%,"3,253,441"
3106,HCDI,"Harbor Custom Development, Inc.",Real Estate,Real Estate - Development,USA,26.25M,90.82,4.45,-2.20%,"33,135"
3107,HCFT,"Hunt Companies Finance Trust, Inc.",Real Estate,REIT - Mortgage,USA,68.59M,10.04,2.81,0.72%,"13,634"
3108,HCHC,"HC2 Holdings, Inc.",Communication Services,Telecom Services,USA,112.65M,-,2.3,0.44%,"55,439"
3109,HCI,"HCI Group, Inc.",Financial,Insurance - Property & Casualty,USA,405.01M,18.74,50.5,3.42%,"34,866"
3110,HCKT,"The Hackett Group, Inc.",Technology,Information Technology Services,USA,399.18M,41.78,13.49,0.41%,"84,713"
3111,HCM,Hutchison China MediTech Limited,Healthcare,Drug Manufacturers - General,Hong Kong,4.36B,-,30.7,-0.71%,"84,484"
3112,HCSG,"Healthcare Services Group, Inc.",Healthcare,Medical Care Facilities,USA,1.75B,21.87,23.6,-0.97%,"1,044,094"
3113,HD,"The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,USA,304.51B,25.92,283.0,0.65%,"1,738,086"
3114,HDAW,Xtrackers MSCI All World ex US High Dividend Yield Hedged Equity ETF,Financial,Exchange Traded Fund,USA,-,-,21.4,0.94%,"4,030"
3115,HDB,HDFC Bank Limited,Financial,Banks - Regional,India,110.30B,116.64,60.36,0.57%,"1,213,307"
3116,HDEF,Xtrackers MSCI EAFE High Dividend Yield Equity ETF,Financial,Exchange Traded Fund,USA,-,-,20.71,0.73%,"19,847"
3117,HDG,ProShares Hedge Replication ETF,Financial,Exchange Traded Fund,USA,-,-,46.96,0.38%,857
3118,HDGE,AdvisorShares Ranger Equity Bear ETF,Financial,Exchange Traded Fund,USA,-,-,4.16,-0.72%,"411,757"
3119,HDIV,QRAFT AI-Enhanced U.S. High Dividend ETF,Financial,Exchange Traded Fund,USA,-,-,24.97,-0.08%,649
3120,HDLB,ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN B,Financial,Exchange Traded Fund,USA,-,-,9.29,-0.45%,"29,424"
3121,HDMV,First Trust Horizon Managed Volatility Developed International ETF,Financial,Exchange Traded Fund,USA,-,-,28.92,0.57%,"6,294"
3122,HDS,"HD Supply Holdings, Inc.",Industrials,Industrial Distribution,USA,6.91B,16.80,42.58,-0.16%,"893,068"
3123,HDSN,"Hudson Technologies, Inc.",Basic Materials,Specialty Chemicals,USA,47.82M,-,1.12,2.75%,"69,678"
3124,HDV,iShares Core High Dividend ETF,Financial,Exchange Traded Fund,USA,-,-,81.88,-0.02%,"369,748"
3125,HE,"Hawaiian Electric Industries, Inc.",Utilities,Utilities - Regulated Electric,USA,3.81B,18.83,34.9,0.20%,"335,379"
3126,HEAR,Turtle Beach Corporation,Technology,Consumer Electronics,USA,293.17M,17.55,19.3,2.88%,"580,943"
3127,HEBT,"Hebron Technology Co., Ltd.",Industrials,Specialty Industrial Machinery,China,277.64M,90.65,15.23,-1.74%,"83,310"
3128,HEC,Hudson Executive Investment Corp.,Financial,Shell Companies,USA,401.99M,-,9.71,-0.66%,"3,937"
3129,HECCU,Hudson Executive Investment Corp.,Financial,Shell Companies,USA,-,-,10.34,0.68%,"102,988"
3130,HEDJ,WisdomTree Europe Hedged Equity Fund,Financial,Exchange Traded Fund,USA,-,-,62.63,0.51%,"381,232"
3131,HEEM,iShares Currency Hedged MSCI Emerging Markets ETF,Financial,Exchange Traded Fund,USA,-,-,28.17,0.39%,"9,758"
3132,HEES,"H&E Equipment Services, Inc.",Industrials,Rental & Leasing Services,USA,823.99M,38.02,23.27,5.10%,"216,574"
3133,HEFA,iShares Currency Hedged MSCI EAFE ETF,Financial,Exchange Traded Fund,USA,-,-,27.83,0.43%,"180,986"
3134,HEI,HEICO Corporation,Industrials,Aerospace & Defense,USA,14.33B,46.45,114.08,0.97%,"265,779"
3135,HEI-A,HEICO Corporation,Industrials,Aerospace & Defense,USA,8.06B,40.57,99.79,0.49%,"228,196"
3136,HELE,Helen of Troy Limited,Consumer Defensive,Household & Personal Products,USA,5.47B,24.71,207.11,2.62%,"199,849"
3137,HELX,Franklin Genomic Advancements ETF,Financial,Exchange Traded Fund,USA,-,-,37.19,0.03%,"2,617"
3138,HEP,"Holly Energy Partners, L.P.",Energy,Oil & Gas Midstream,USA,1.35B,5.75,12.51,-0.16%,"138,478"
3139,HEPA,"Hepion Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,32.45M,-,3.5,2.04%,"91,609"
3140,HEQ,John Hancock Hedged Equity & Income Fund,Financial,Closed-End Fund - Equity,USA,127.98M,-,10.47,0.67%,"30,542"
3141,HERD,Pacer Cash Cows Fund of Funds ETF,Financial,Exchange Traded Fund,USA,-,-,24.44,0.00%,0
3142,HERO,Global X Video Games & Esports ETF,Financial,Exchange Traded Fund,USA,-,-,27.23,0.11%,"75,378"
3143,HES,Hess Corporation,Energy,Oil & Gas E&P,USA,12.49B,-,39.37,0.31%,"1,569,411"
3144,HESM,Hess Midstream LP,Energy,Oil & Gas Midstream,USA,4.98B,14.52,17.69,0.86%,"116,762"
3145,HEWC,iShares Currency Hedged MSCI Canada ETF,Financial,Exchange Traded Fund,USA,-,-,25.2,0.00%,0
3146,HEWG,iShares Currency Hedged MSCI Germany ETF,Financial,Exchange Traded Fund,USA,-,-,27.66,0.51%,"138,466"
3147,HEWJ,iShares Currency Hedged MSCI Japan ETF,Financial,Exchange Traded Fund,USA,-,-,31.85,-0.13%,"20,215"
3148,HEWU,iShares Currency Hedged MSCI United Kingdom ETF,Financial,Exchange Traded Fund,USA,-,-,18.8,1.29%,333
3149,HEWW,iShares Currency Hedged MSCI Mexico ETF,Financial,Exchange Traded Fund,USA,-,-,14.45,0.21%,283
3150,HEXO,HEXO Corp.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,369.77M,-,0.77,2.03%,"3,348,656"
3151,HEZU,iShares Currency Hedged MSCI Eurozone ETF,Financial,Exchange Traded Fund,USA,-,-,28.42,0.71%,"115,228"
3152,HFBL,"Home Federal Bancorp, Inc. of Louisiana",Financial,Banks - Regional,USA,38.39M,10.38,22.32,0.00%,9
3153,HFC,HollyFrontier Corporation,Energy,Oil & Gas Refining & Marketing,USA,3.47B,-,20.39,2.31%,"1,563,169"
3154,HFFG,HF Foods Group Inc.,Consumer Defensive,Food Distribution,USA,397.11M,-,7.59,-1.56%,"63,244"
3155,HFRO,Highland Funds I - Highland Income Fund,Financial,Asset Management,USA,573.42M,-,8.03,-1.59%,"808,466"
3156,HFWA,Heritage Financial Corporation,Financial,Banks - Regional,USA,779.85M,19.68,21.82,-1.00%,"131,415"
3157,HFXI,IQ 50 Percent Hedged FTSE International ETF,Financial,Exchange Traded Fund,USA,-,-,20.13,0.59%,"10,052"
3158,HGBL,Heritage Global Inc.,Financial,Capital Markets,USA,62.40M,14.45,1.85,3.35%,"28,602"
3159,HGEN,"Humanigen, Inc.",Healthcare,Biotechnology,USA,616.92M,-,12.95,-5.23%,"379,198"
3160,HGLB,Highland Global Allocation Fund,Financial,Asset Management,USA,131.64M,-,5.85,-1.52%,"143,060"
3161,HGSH,China HGS Real Estate Inc.,Real Estate,Real Estate - Development,China,37.33M,-,1.42,-6.58%,"54,575"
3162,HGV,Hilton Grand Vacations Inc.,Consumer Cyclical,Resorts & Casinos,USA,2.00B,24.59,23.29,-0.21%,"441,177"
3163,HHC,The Howard Hughes Corporation,Real Estate,Real Estate - Diversified,USA,3.55B,-,64.41,-0.83%,"146,475"
3164,HHR,HeadHunter Group PLC,Industrials,Staffing & Employment Services,Russia,1.16B,56.75,23.04,-0.43%,"81,932"
3165,HI,"Hillenbrand, Inc.",Industrials,Specialty Industrial Machinery,USA,2.35B,-,31.44,0.45%,"128,109"
3166,HIBB,"Hibbett Sports, Inc.",Consumer Cyclical,Specialty Retail,USA,794.45M,16.77,44.21,-4.64%,"517,264"
3167,HIBL,Direxion Daily S&P 500 High Beta Bull 3X Shares,Financial,Exchange Traded Fund,USA,-,-,124.68,1.29%,"22,448"
3168,HIBS,Direxion Daily S&P 500 High Beta Bear 3X Shares,Financial,Exchange Traded Fund,USA,-,-,4.25,-1.85%,"991,440"
3169,HIE,Miller/Howard High Income Equity Fund,Financial,Closed-End Fund - Equity,USA,117.75M,-,6.3,0.64%,"100,162"
3170,HIFS,Hingham Institution for Savings,Financial,Banks - Regional,USA,450.32M,9.99,206.57,0.48%,"6,272"
3171,HIG,"The Hartford Financial Services Group, Inc.",Financial,Insurance - Diversified,USA,14.60B,8.20,40.61,1.60%,"1,447,629"
3172,HIHO,Highway Holdings Limited,Industrials,Metal Fabrication,Hong Kong,12.91M,27.59,3.89,5.42%,"22,555"
3173,HII,"Huntington Ingalls Industries, Inc.",Industrials,Aerospace & Defense,USA,6.17B,11.88,152.82,0.39%,"258,869"
3174,HIL,"Hill International, Inc.",Industrials,Engineering & Construction,USA,79.69M,13.46,1.44,0.00%,"570,333"
3175,HIMX,"Himax Technologies, Inc.",Technology,Semiconductors,Taiwan,663.21M,-,3.8,0.26%,"630,110"
3176,HIO,Western Asset High Income Opportunity Fund Inc.,Financial,Closed-End Fund - Debt,USA,633.86M,-,4.99,-0.20%,"177,558"
3177,HIPS,GraniteShares HIPS US High Income ETF,Financial,Exchange Traded Fund,USA,-,-,11.93,0.21%,"11,113"
3178,HIW,"Highwoods Properties, Inc.",Real Estate,REIT - Office,USA,3.56B,11.52,33.52,0.24%,"636,292"
3179,HIX,Western Asset High Income Fund II Inc.,Financial,Closed-End Fund - Debt,USA,551.76M,-,6.55,0.46%,"187,338"
3180,HJLI,"Hancock Jaffe Laboratories, Inc.",Healthcare,Medical Devices,USA,18.14M,-,0.36,-3.71%,"1,198,248"
3181,HKIB,AMTD International Inc.,Financial,Capital Markets,Hong Kong,1.73B,14.30,7.05,0.71%,"11,519"
3182,HL,Hecla Mining Company,Basic Materials,Gold,USA,2.80B,-,5.15,-1.90%,"5,061,182"
3183,HLAL,Wahed FTSE USA Shariah ETF,Financial,Exchange Traded Fund,USA,-,-,30.58,-0.11%,"8,523"
3184,HLF,Herbalife Nutrition Ltd.,Consumer Defensive,Packaged Foods,USA,7.33B,22.91,48.91,1.45%,"506,757"
3185,HLG,Hailiang Education Group Inc.,Consumer Defensive,Education & Training Services,China,1.62B,29.71,63.58,1.26%,"5,702"
3186,HLI,"Houlihan Lokey, Inc.",Financial,Capital Markets,USA,4.42B,22.37,63.44,0.30%,"254,059"
3187,HLIO,"Helios Technologies, Inc.",Industrials,Specialty Industrial Machinery,USA,1.42B,63.48,44.12,-0.45%,"73,024"
3188,HLIT,Harmonic Inc.,Technology,Communication Equipment,USA,693.07M,-,7.07,4.28%,"1,120,452"
3189,HLNE,Hamilton Lane Incorporated,Financial,Asset Management,USA,3.78B,39.26,71.3,1.11%,"404,283"
3190,HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,USA,26.00B,739.14,94.61,0.23%,"2,382,555"
3191,HLX,"Helix Energy Solutions Group, Inc.",Energy,Oil & Gas Equipment & Services,USA,449.16M,16.29,2.77,2.21%,"4,230,533"
3192,HMC,"Honda Motor Co., Ltd.",Consumer Cyclical,Auto Manufacturers,Japan,44.53B,22.89,24.79,0.73%,"501,842"
3193,HMHC,Houghton Mifflin Harcourt Company,Consumer Defensive,Education & Training Services,USA,393.11M,-,3.07,0.00%,"866,383"
3194,HMI,Huami Corporation,Technology,Scientific & Technical Instruments,China,718.29M,11.44,11.67,-0.26%,"273,171"
3195,HMLP,Hoegh LNG Partners LP,Energy,Oil & Gas Midstream,Bermuda,462.98M,11.77,13.73,5.78%,"382,968"
3196,HMN,Horace Mann Educators Corporation,Financial,Insurance - Property & Casualty,USA,1.45B,13.99,35.78,0.48%,"211,896"
3197,HMNF,"HMN Financial, Inc.",Financial,Banks - Regional,USA,68.62M,9.18,14.6,0.69%,"25,031"
3198,HMOP,Hartford Municipal Opportunities ETF,Financial,Exchange Traded Fund,USA,-,-,41.03,0.01%,"6,417"
3199,HMST,"HomeStreet, Inc.",Financial,Banks - Regional,USA,706.77M,14.21,31.19,0.52%,"78,797"
3200,HMSY,HMS Holdings Corp.,Healthcare,Health Information Services,USA,2.50B,42.97,28.19,3.95%,"344,169"
3201,HMTV,"Hemisphere Media Group, Inc.",Communication Services,Entertainment,USA,376.05M,-,9.26,-2.01%,"24,730"
3202,HMY,Harmony Gold Mining Company Limited,Basic Materials,Gold,South Africa,3.31B,-,5.3,-4.16%,"5,220,101"
3203,HNDL,Strategy Shares Nasdaq 7 Handl Index ETF,Financial,Exchange Traded Fund,USA,-,-,24.74,0.14%,"56,210"
3204,HNGR,"Hanger, Inc.",Healthcare,Medical Care Facilities,USA,712.78M,18.75,19.28,0.52%,"198,143"
3205,HNI,HNI Corporation,Industrials,Business Equipment & Supplies,USA,1.54B,19.13,36.4,1.34%,"206,351"
3206,HNNA,"Hennessy Advisors, Inc.",Financial,Asset Management,USA,60.50M,7.17,8.45,-0.59%,"1,528"
3207,HNP,"Huaneng Power International, Inc.",Utilities,Utilities - Independent Power Producers,China,10.09B,24.71,15.17,-0.13%,"13,385"
3208,HNRG,Hallador Energy Company,Energy,Thermal Coal,USA,26.12M,-,0.86,7.19%,"194,141"
3209,HNW,Pioneer Diversified High Income Trust,Financial,Asset Management,USA,107.49M,-,12.9,-0.69%,"35,494"
3210,HOFT,Hooker Furniture Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,352.54M,-,30.08,2.77%,"35,122"
3211,HOFV,Hall of Fame Resort & Entertainment Company,Communication Services,Entertainment,USA,64.81M,-,2.06,-1.90%,"40,283"
3212,HOG,"Harley-Davidson, Inc.",Consumer Cyclical,Recreational Vehicles,USA,4.58B,61.37,30.07,1.93%,"3,976,402"
3213,HOL,Holicity Inc.,Financial,Shell Companies,USA,295.50M,-,9.85,0.00%,0
3214,HOLD,AdvisorShares Sage Core Reserves ETF,Financial,Exchange Traded Fund,USA,-,-,98.83,-0.03%,1
3215,HOLI,Hollysys Automation Technologies Ltd.,Industrials,Electrical Equipment & Parts,China,713.22M,9.00,11.82,1.98%,"193,204"
3216,HOLUU,Holicity Inc.,Financial,Shell Companies,USA,-,-,10.17,-0.20%,401
3217,HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,USA,17.33B,36.41,67.91,-0.09%,"1,029,304"
3218,HOMB,"Home Bancshares, Inc. (Conway, AR)",Financial,Banks - Regional,USA,2.98B,14.24,17.7,2.61%,"914,992"
3219,HOME,At Home Group Inc.,Consumer Cyclical,Specialty Retail,USA,1.48B,-,22.72,3.09%,"2,601,723"
3220,HOMZ,The Hoya Capital Housing ETF,Financial,Exchange Traded Fund,USA,-,-,30.87,1.34%,"3,143"
3221,HON,Honeywell International Inc.,Industrials,Specialty Industrial Machinery,USA,121.61B,22.68,175.54,-0.74%,"1,982,856"
3222,HONE,"HarborOne Bancorp, Inc.",Financial,Banks - Regional,USA,556.04M,19.63,9.64,1.47%,"317,706"
3223,HOOK,HOOKIPA Pharma Inc.,Healthcare,Biotechnology,USA,244.32M,-,9.6,-1.34%,"22,748"
3224,HOPE,"Hope Bancorp, Inc.",Financial,Banks - Regional,USA,1.07B,7.87,8.65,1.11%,"756,662"
3225,HOTH,"Hoth Therapeutics, Inc.",Healthcare,Biotechnology,USA,25.42M,-,1.88,5.03%,"136,444"
3226,HOV,"Hovnanian Enterprises, Inc.",Consumer Cyclical,Residential Construction,USA,181.16M,27.16,32.7,5.48%,"94,047"
3227,HOVNP,"Hovnanian Enterprises, Inc. PFD DEP1/1000A",Consumer Cyclical,Residential Construction,USA,-,-,7.25,0.00%,"4,000"
3228,HP,"Helmerich & Payne, Inc.",Energy,Oil & Gas Drilling,USA,1.75B,-,15.64,2.89%,"2,043,891"
3229,HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,USA,12.71B,118.50,9.48,0.21%,"7,025,927"
3230,HPF,John Hancock Preferred Income Fund II,Financial,Closed-End Fund - Debt,USA,384.71M,-,18.0,0.28%,"19,903"
3231,HPI,John Hancock Preferred Income Fund,Financial,Closed-End Fund - Debt,USA,492.41M,-,18.8,0.43%,"30,283"
3232,HPP,"Hudson Pacific Properties, Inc.",Real Estate,REIT - Office,USA,3.31B,38.01,21.06,1.35%,"1,114,400"
3233,HPQ,HP Inc.,Technology,Computer Hardware,USA,26.21B,10.79,19.12,-1.19%,"6,217,402"
3234,HPR,HighPoint Resources Corporation,Energy,Oil & Gas E&P,USA,34.06M,-,0.15,-5.06%,"4,962,418"
3235,HPS,John Hancock Preferred Income Fund III,Financial,Closed-End Fund - Debt,USA,509.06M,-,16.06,0.56%,"34,199"
3236,HQH,Tekla Healthcare Investors,Financial,Closed-End Fund - Equity,USA,889.67M,-,20.65,-0.19%,"113,108"
3237,HQI,"HireQuest, Inc.",Industrials,Staffing & Employment Services,USA,101.70M,-,7.5,0.00%,"3,142"
3238,HQL,Tekla Life Sciences Investors,Financial,Closed-End Fund - Equity,USA,417.50M,-,17.77,-0.28%,"68,749"
3239,HQY,"HealthEquity, Inc.",Healthcare,Health Information Services,USA,4.36B,-,57.66,4.57%,"754,825"
3240,HR,Healthcare Realty Trust Incorporated,Real Estate,REIT - Healthcare Facilities,USA,4.15B,37.35,30.18,-0.43%,"1,891,725"
3241,HRB,"H&R Block, Inc.",Consumer Cyclical,Personal Services,USA,3.56B,14.18,18.4,-1.50%,"2,755,775"
3242,HRC,"Hill-Rom Holdings, Inc.",Healthcare,Medical Instruments & Supplies,USA,6.16B,29.84,92.38,1.44%,"382,094"
3243,HRI,Herc Holdings Inc.,Industrials,Rental & Leasing Services,USA,1.33B,31.77,46.7,4.17%,"189,998"
3244,HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,USA,27.27B,29.11,49.61,0.57%,"974,677"
3245,HRMY,"Harmony Biosciences Holdings, Inc.",Healthcare,Biotechnology,USA,2.17B,-,40.56,3.63%,"77,662"
3246,HROW,"Harrow Health, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,132.56M,-,5.15,-3.01%,"61,582"
3247,HRTG,"Heritage Insurance Holdings, Inc.",Financial,Insurance - Property & Casualty,USA,311.97M,9.76,11.11,1.46%,"44,649"
3248,HRTX,"Heron Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.52B,-,16.5,0.36%,"773,749"
3249,HRZN,Horizon Technology Finance Corporation,Financial,Asset Management,USA,205.62M,9.67,11.89,-0.75%,"134,470"
3250,HSAQ,Health Sciences Acquisitions Corporation 2,Financial,Shell Companies,USA,195.36M,-,10.95,-0.45%,"16,757"
3251,HSBC,HSBC Holdings plc,Financial,Banks - Diversified,United Kingdom,84.01B,-,20.88,3.52%,"5,140,580"
3252,HSC,Harsco Corporation,Industrials,Specialty Industrial Machinery,USA,1.25B,583.70,15.76,-0.06%,"199,659"
3253,HSCZ,iShares Currency Hedged MSCI EAFE Small-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,29.27,0.14%,"8,231"
3254,HSDT,"Helius Medical Technologies, Inc.",Healthcare,Medical Devices,USA,19.73M,-,0.45,3.59%,"178,797"
3255,HSIC,"Henry Schein, Inc.",Healthcare,Medical Distribution,USA,9.53B,17.01,67.79,1.74%,"946,229"
3256,HSII,"Heidrick & Struggles International, Inc.",Industrials,Staffing & Employment Services,USA,425.21M,141.23,21.75,0.09%,"51,915"
3257,HSKA,Heska Corporation,Healthcare,Diagnostics & Research,USA,1.13B,-,120.35,-0.36%,"67,833"
3258,HSON,"Hudson Global, Inc.",Industrials,Staffing & Employment Services,USA,27.26M,65.61,10.17,0.69%,113
3259,HSRT,Hartford Short Duration ETF,Financial,Exchange Traded Fund,USA,-,-,41.03,0.05%,889
3260,HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,USA,8.26B,101.22,11.64,1.39%,"5,959,107"
3261,HSTM,"HealthStream, Inc.",Healthcare,Health Information Services,USA,676.05M,39.30,21.34,1.14%,"58,576"
3262,HSTO,Histogen Inc.,Healthcare,Biotechnology,USA,20.86M,-,1.94,-3.48%,"10,758"
3263,HSY,The Hershey Company,Consumer Defensive,Confectioners,USA,30.54B,28.69,146.34,0.62%,"370,976"
3264,HT,Hersha Hospitality Trust,Real Estate,REIT - Hotel & Motel,USA,210.41M,-,5.3,-1.85%,"430,308"
3265,HTA,"Healthcare Trust of America, Inc.",Real Estate,REIT - Healthcare Facilities,USA,5.68B,178.88,25.58,0.39%,"1,432,935"
3266,HTAB,Hartford Schroders Tax-Aware Bond ETF,Financial,Exchange Traded Fund,USA,-,-,21.58,-0.12%,"1,758"
3267,HTBI,"HomeTrust Bancshares, Inc.",Financial,Banks - Regional,USA,286.36M,12.53,16.42,1.55%,"53,231"
3268,HTBK,Heritage Commerce Corp,Financial,Banks - Regional,USA,474.74M,14.11,7.89,0.38%,"317,698"
3269,HTBX,"Heat Biologics, Inc.",Healthcare,Biotechnology,USA,180.90M,-,1.19,0.85%,"2,058,222"
3270,HTD,John Hancock Tax-Advantaged Dividend Income Fund,Financial,Closed-End Fund - Debt,USA,705.54M,-,19.93,1.01%,"107,292"
3271,HTEC,Robo Global Healthcare Technology and Innovation ETF,Financial,Exchange Traded Fund,USA,-,-,37.15,0.30%,"20,766"
3272,HTGC,"Hercules Capital, Inc.",Financial,Mortgage Finance,USA,1.32B,12.93,11.53,2.13%,"338,075"
3273,HTGM,"HTG Molecular Diagnostics, Inc.",Healthcare,Diagnostics & Research,USA,21.40M,-,0.31,2.30%,"1,231,817"
3274,HTH,Hilltop Holdings Inc.,Financial,Banks - Regional,USA,1.94B,7.22,21.7,-3.68%,"712,435"
3275,HTHT,Huazhu Group Limited,Consumer Cyclical,Lodging,China,28.03B,-,43.57,0.18%,"828,104"
3276,HTLD,"Heartland Express, Inc.",Industrials,Trucking,USA,1.61B,23.72,19.05,-0.37%,"148,431"
3277,HTLF,"Heartland Financial USA, Inc.",Financial,Banks - Regional,USA,1.29B,10.60,35.22,0.69%,"112,293"
3278,HTRB,Hartford Total Return Bond ETF,Financial,Exchange Traded Fund,USA,-,-,41.36,0.10%,"38,750"
3279,HTUS,Hull Tactical US ETF,Financial,Exchange Traded Fund,USA,-,-,27.49,0.00%,0
3280,HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,Financial,Closed-End Fund - Equity,USA,55.44M,-,5.08,0.00%,"14,540"
3281,HTZ,"Hertz Global Holdings, Inc.",Industrials,Rental & Leasing Services,USA,112.63M,-,1.75,-0.57%,"29,242,908"
3282,HUBB,Hubbell Incorporated,Industrials,Electrical Equipment & Parts,USA,8.30B,21.22,153.39,2.49%,"467,455"
